product_id,product_name,description,image_url,collection_id,collection_name,is_veg,rating,price,ingredients,ingredients_text,is_diabetes,is_cholestrol,is_kid,is_senior
26,Carrot cake,name,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/classic_carrot_cake_08513_16x9.jpg,7,Desserts,0,4.5,120,"{133, 354, 260, 63}","Carrot,pineapple,egg white,wheat flour,frosting",1,0,0,0
27,Chocolate cherry poke cake,name,"https://food-fanatic-res.cloudinary.com/iu/s--F9TXhNGc--/c_thumb,f_auto,g_auto,h_1200,q_auto,w_1200/v1497563743/chocolate-cherry-cheesecake-poke-cake-photo",7,Desserts,0,4,200,{89},"Chococlate cake mix,gelatin mix,cherry,diet cola",1,0,0,0
28,Cinnamon Banana cake,name,https://img.taste.com.au/-UQjcBOe/taste/2016/11/banana-cake-with-cinnamon-cream-102945-1.jpeg,7,Desserts,0,4,120,"{366, 24,93}","Maida,cinnamon,banana,yogurt",1,0,0,0
29,Lemon cake,name,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2003/9/29/0/ig1a08_lemon_cake.jpg.rend.hgtvcom.826.620.suffix/1391987296604.jpeg,7,Desserts,0,4,100,"{133, 180}","Yellow cake mix,lemon pudding and pie filling,milk,lemon,egg substitute",1,0,0,0
30,Cheesy chicken n broccoli,name,https://www.the-girl-who-ate-everything.com/wp-content/uploads/2014/10/broccoli-cheese-rice-one-pot-2a.jpg,2,Main Course,0,3,130,"{79, 42}","Chicken, broccoli florets,pimentos",1,0,0,0
31,Crock Pot Mexican Chicken Soup,name,https://www.saltandlavender.com/wp-content/uploads/2017/10/crockpot-mexican-chicken-soup-2.jpg,11,Soups,0,3,140,"{79,71}","Chicken,chicken broth,chunky salsa,cheese",1,0,0,0
32,Baked Chicken with Onions & Leeks,name,https://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/article_thumbnails/recipes/ew_baked_chicken_with_onions_and_leeks_recipe/280x190_ew_baked_chicken_with_onions_and_leeks_recipe.jpg,2,Main Course,0,3,150,"{79, 233}","chicken,onions",1,0,0,0
33,Chicken Noodle Soup,name,https://thestayathomechef.com/wp-content/uploads/2017/10/Chicken-Noodle-Soup-10.jpg,11,Soups,0,3,160,"{79, 63}","chicken,carrots",1,0,0,0
34,Curry tuna salad,name,https://www.pbfingers.com/wp-content/uploads/2014/07/CurriedTunaSalad.jpg,5,Salad/ Raita,0,3.5,170,"{333, 294}",tuna,1,0,0,0
35,Big Kahuna Tuna Steak,name,https://i.pinimg.com/236x/9b/de/c1/9bdec15e30f4ecaed50e6e033c6ea994--tuna-steaks-truffle-oil.jpg,10,Seafood,0,3.5,200,"{333, 303, 194}",tuna,1,0,0,0
36,Green Pepper Steak,name,https://cdn.cdkitchen.com/recipes/images/2016/05/128794-6177-mx.jpg,2,Main Course,0,3.5,200,{30},"beef,green capsipum,tomatoes",1,0,0,0
37,Egg Omelette,name,https://www.seriouseats.com/recipes/images/2016/04/20160418-american-omelet-ham-and-cheese-21.JPG,1,Snacks,0,4,100,{133},"Egg,salt,pepper,chilli powder",1,0,0,0
38,Egg Bhuraji,name,https://www.cookwithmanali.com/wp-content/uploads/2014/11/Indian-Spicy-Scrambled-Eggs.jpg,1,Snacks,0,3.5,100,{133},"Egg,salt,chilli powder,onion,green chilli",1,0,0,0
39,Egg Curry,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2012/11/egg-curry-recipe.jpg,2,Main Course,0,4.5,100,{133},egg,1,0,0,0
40,Chicken Barbeque Pizza,name,https://www.allrecipes.com/recipe/24878/bbq-chicken-pizza/,9,Pizza/ Pasta,0,4,80,"{79,71}","Pizza crust,barbeque sauce,barbeque sauce,onion,cheese,chicken",1,0,0,0
41,Chicken burger,name,https://cdn.cpnscdn.com/static.coupons.com/ext/kitchme/images/recipes/600x400/weight-watchers-copycat-chilis-grilled-chicken_38411.jpg,12,Starters,0,4.5,80,"{79, 133,41}","Chicken,breadcrumbs,onion,garlic,egg,pepper",1,0,0,0
42,Half fried Egg,name,https://www.seriouseats.com/recipes/images/2017/07/20170728-sunny-side-up-eggs-vicky-wasik-1500x1125.jpg,1,Snacks,0,4,80,{133},"Egg,Green Chili Paste,tomato,garlic, garam masala",1,0,0,0
43,Fish Curry With Lotus Stems,name,http://rd1universalchicken.com/wp-content/uploads/2018/11/main-qimg-4431db981b8fba6a54c4c7b185b1c7b9.jpg,10,Seafood,0,3,120,{194},"fish,lotus stems",1,1,0,0
44,Bombil Fry,name,https://i2.wp.com/jyotiscookbook.com/wp-content/uploads/2017/01/15826072_979778622127929_5317540855558010157_n.jpg?zoom=2&resize=960%2C576,10,Seafood,0,4,130,"{358, 180}","Bombil, garlic,lemon juice,rice flour,rava",1,1,0,0
45,Paplet Gravy,name,http://ksmartstatic.sify.com/cmf-1.0.0/appflow/bawarchi.com/Image/oerwEMgchahff_bigger.jpg,10,Seafood,0,2,75,"{303,345}","Pomfret fish,onion,tomato,vinegar ,garlic,ginger",1,1,0,0
46,Mori Masala,name,https://i.ytimg.com/vi/yJ76qWZwPG8/maxresdefault.jpg,10,Seafood,0,5,70,{333},"Shark fish,nutmeg,red chilli,coconut, garlic,coconut,tomato",1,1,0,0
47,Crab Meat balls,name,https://feenix.co.in/wp-content/uploads/2018/01/54f68bddd7cd0_-_mla103568_0908_crabpuffs_sxl-2.jpg,10,Seafood,0,3.5,100,"{116, 133}","Crab,flour,paprika,egg,sauce,milk,parsley",1,1,0,0
48,Chicken Stew,name,https://www.cookingclassy.com/wp-content/uploads/2017/10/chicken-stew-2.jpg,11,Soups,0,2.5,190,"{79, 68, 63}","Chicken,carrot,onion,celery,flour,potato,sweet potato,beans,cream,red pepper",1,1,0,0
49,Chicken Soup,name,https://www.halfbakedharvest.com/wp-content/uploads/2018/03/Slow-Cooker-Hearty-Chicken-Soup-1-1-500x375.jpg,11,Soups,0,4,185,"{79, 358,68, 63}","Chicken,chicken broth,celery,carrot,onion,rice",1,1,0,0
50,Dum Pukht,name,https://s3-media2.fl.yelpcdn.com/bphoto/AgjBE86_2ZDItXHWKaON9w/348s.jpg,2,Main Course,0,4.5,165,"{79,366,64,7}","Chicken,yogurt, garlic,onion,cashew,almond,ghee",1,1,0,0
51,Paaya Soup,name,https://flavoursrestaurants.com/wp-content/uploads/2018/02/Paaya-Soup-BD-1.400-600x600.jpg,11,Soups,0,4,110,{390},"Lamb trotter,Bengal Gram, garlic,green chili,elaichi",1,1,0,0
52,Lemony Greek Chicken Soup,name,https://1.bp.blogspot.com/-RfT6Zg7yHqM/Wh2kEBkTo_I/AAAAAAADQuY/_aDYwio2fC4MxKjBYGnui0oJxvYBsSIsQCLcBGAs/s1600/low%2Bfat%2Bgreek%2Blemon%2Bchicken%2Band%2Brice%2Bsoup%2Bfont.jpg,11,Soups,0,3.5,175,"{79, 133, 358, 68, 63}","Chicken,chicken broth,chicken soup base,rice,maida,lemon,onion,celery,carrot,egg yolk",1,1,0,0
53,Chicken Steam Momos,name,https://cook.fnr.sndimg.com/content/dam/images/cook/fullset/2014/2/7/0/CC_ching-he-huang-pork-and-prawn-dumplings-recipe_s4x3.jpg.rend.hgtvcom.616.462.suffix/1391792811018.jpeg,12,Starters,0,2.5,180,"{79,53,309}","Chicken,onion,garlic, maida,coriander leaves,soya sauce,cabbage,tomato",1,1,0,0
54,Apple and Thyme Chicken,name,https://www.recipegirl.com/wp-content/uploads/2008/09/apple-thyme-chicken.jpg,2,Main Course,0,4,110,"{79, 11}","apple,chicken",1,1,0,0
55,Baked salmon with lemon and garlic,name,https://www.wellplated.com/wp-content/uploads/2017/08/Healthy-Salmon-recipe-with-Garlic-Butter-600x874.jpg,2,Main Course,0,3.5,120,"{148,294}","salmon,garlic,lemon",1,1,0,0
56,Blackened Salmon,name,"https://cdn.apartmenttherapy.info/image/fetch/f_auto,q_auto,w_600,h_750,c_fit,fl_strip_profile/https://s3.amazonaws.com/pixtruder/original_images/01aa11000048014992bd4afd6892d6e5b9fe8df6",10,Seafood,0,4,160,{294},salmon,1,1,0,0
57,Asian Chicken salad,name,https://s23209.pcdn.co/wp-content/uploads/2018/07/Asian-Chicken-SaladIMG_5687.jpg,5,Salad/ Raita,0,2,170,"{79,53}","Chicken,cabbage,scallion,water chestnuts",1,1,0,0
58,Hyderabadi Marag,name,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nusrath_Jahan/Hyderabadi_marag.jpg,2,Main Course,0,5,200,"{221,366,64, 210}","Mutton,onion, garlic,coconut dessicated,cashew,pista,yogurt,milk,cream,mint leaves",0,0,0,0
59,Gosht Pasinde,name,http://c2.hiqcdn.com//customcdn/500x500/blog/sites/default/files/images/11_3.jpg,2,Main Course,0,3.5,200,"{221, 396, 210,7}","Mutton, garlic,mint,almonds,curd,",0,0,0,0
60,Dum Biryani,name,https://i.pinimg.com/originals/93/1f/38/931f3868daed8799aec78800902b9ea3.jpg,3,Roti/ Rice,0,2.5,100,"{79, 358,366}","Chicken,yogurt, garlic,onion,lemon juice,rice,milk,ghee",0,0,0,0
61,Mutton Korma,name,https://www.ndtv.com/cooks/images/mutton.korma.jpg,2,Main Course,0,4,100,"{221, 396}","Mutton,onion,curd,garlic,ginger",0,0,0,0
62,Rogan Josh,name,https://s3-eu-west-1.amazonaws.com/thefoodmarket1/spree/blog_entry_images/15506/w850/edited-roganjoshrecipe-2.jpg?1530094072,2,Main Course,0,4.5,100,"{390,217, 63}","Lamb shanks,Maida,sour cream, tomato,onion,carrots,potato,mushroom",0,0,0,0
63,Sali Boti(Red Hot Mutton),name,https://3.bp.blogspot.com/-E7EQ5YYcQh4/WT1DnmIjdCI/AAAAAAAAMdo/IcoFebYVtCMmz_nZoG_Gh-uYvJg8aypDQCEw/s1600/IMG_0183.JPG,2,Main Course,0,4,80,"{221,345, 272}","Mutton,onion, garlic,tomato,vinegar,potato shreds",0,0,0,0
64,Apple Pie,name,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRa3G2pGedeyL1GaHOQ0AmZNZr6kXBVMio-MZgeI4JGgrLEfHYy,7,Desserts,0,3.5,100,{ 11},"Apple,Granny Smith apples,sugar,maida,shortening,butter",0,0,0,0
65,Brownies,name,https://www.cookingclassy.com/wp-content/uploads/2018/01/healthier-brownies-2.jpg,7,Desserts,0,2.5,90,"{133, 167}","Butter,sugar,eggs,vanilla extract,cocoa powder,maida,baking powder,butter,honey",0,0,0,0
66,Sheer Khurma,name,https://vaya.in/recipes/wp-content/uploads/2018/03/Sheer-Khurma.jpg,7,Desserts,2,3.5,110,"{366,280,7,123}","Milk,sugar,vermicilli,dates,raisins,almonds,pistas,ghee",0,0,0,0
67,Shahi Tukada,name,http://cdn3.foodviva.com/static-content/food-images/pudding-recipes/shahi-tukra-with-condensed-milk-recipe/shahi-tukra-with-condensed-milk-recipe.jpg,7,Desserts,2,4,120,"{366,64,7}","Bread,milk,cashew,pistas,ghee,sugar,almonds",0,0,0,0
68,Malpua,name,https://i2.wp.com/vegecravings.com/wp-content/uploads/2017/07/malpua-recipe-step-by-step-instructions-17.jpg?w=1500,7,Desserts,2,3.5,160,{366},"Maida,ghee,khoa(mava),rava,baking powder,sugar,milk,pista",0,0,0,0
69,Triple Schezwan fried Rice,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/schezwan-rice-recipe-triple-schezwan-fried-rice-triple-schezwan-rice-26-1068x1423.jpeg,6,Chinese,1,4.5,170,"{358, 224, 68, 63,311}","Rice,noodles, spring onions, cabbage,carrots, garlic,cornflour,celery,sauce",0,0,0,0
70,Ras Malai,name,https://i.ytimg.com/vi/qmooLr-IVe0/maxresdefault.jpg,7,Desserts,2,4,200,"{71,7,292,61}","Ricotta cheese,sugar,cardamom,saffron,almond,pista,half and half",0,0,0,0
71,Rabadi,name,https://4.imimg.com/data4/OM/MQ/MY-36248737/rabadi-angoori-500x500.jpg,7,Desserts,2,4.5,200,"{7,292,61}","Milk,sugar,cardamom,saffron,almond,pista",0,0,0,0
72,Veg Biryani,name,https://hebbarskitchen.com/wp-content/uploads/2017/06/veg-biryani-in-cooker-how-to-make-vegetable-biryani-recipe-in-cooker-1-1068x1423.jpeg,3,Roti/ Rice,1,4,125,"{358, 63}","Onion, garlic,,cauliflower,cabbage,green peas,carrots,rice,green chilli,garam masala,coriander leaves",0,0,0,0
73,Masala Dosa,name,https://recipes.timesofindia.com/photo/54289752.cms,1,Snacks,1,3,80,{358},"Rice,Urad Dal,Potato,Onion,Chana dal",1,0,0,0
74,Mysore Masala Dosa,name,http://farm8.staticflickr.com/7322/9550547181_8848955222_o.jpg,1,Snacks,1,4,100,{358},"Rice,Urad dal,Poha,Potato",1,0,0,0
75,Paneer Masala Dosa,name,https://pull-revisfoodography.netdna-ssl.com/wp-content/uploads/2015/09/paneer-masala-dosa-vert.jpg,1,Snacks,1,3.5,90,"{240, 358}","Rice,Urad Dal,Potato,Paneer,Tomato",1,0,0,0
76,South Indian Platter,name,https://i.pinimg.com/736x/c9/57/a4/c957a4faf9d16471d944adb20d2e5223--indian-fat.jpg,1,Snacks,1,4,95,{358},"rice,orad dal",1,0,0,0
77,Masala Fried Idli,name,https://i.ytimg.com/vi/7lS3DdJl43o/hqdefault.jpg,1,Snacks,1,3.5,105,{358},"Rice,urad dal,poha,onion,tomato,",1,0,0,0
78,Medu Wada,name,https://hebbarskitchen.com/wp-content/uploads/2017/08/medu-vada-recipe-in-mixie-uddina-vada-medhu-vadai-ulundu-vadai-1-1068x1423.jpeg,1,Snacks,1,4.5,150,"{216,358}","Urad dal,onion, coconut pieces",1,0,0,0
79,Tomato Chutney,name,https://hebbarskitchen.com/wp-content/uploads/2016/11/tomato-chutney-1-1068x1423.jpeg,5,Salad/ Raita,1,4,170,{287},"Tomato, garlic,chili powder",1,0,0,0
80,Malpua(jaggery),name,https://i2.wp.com/vegecravings.com/wp-content/uploads/2017/07/malpua-recipe-step-by-step-instructions-17.jpg?w=1500,7,Desserts,2,4.5,125,{366},"Maida,ghee,khoa(mava),rava,baking powder,sugar,milk,pista",1,0,0,0
81,Kadhai Paneer,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/kadai-paneer-recipe-karahi-paneer-how-to-make-kadai-paneer-gravy-1-1068x1423.jpeg,2,Main Course,1,4,80,"{240,59}","Paneer,red chilli,onion, garlic,tomato,capsicum,garam masala",1,0,0,0
82,Paneer Butter Masala,name,https://www.vegrecipesofindia.com/wp-content/uploads/2013/04/paneer-butter-masala-paneer-makhani.jpg,2,Main Course,1,3,100,"{240,64}","Paneer,butter, garlic,onion,cashew,red chilli,tomayo sauce,milk,",1,0,0,0
83,Tawa Paneer,name,https://2.bp.blogspot.com/-AD50Po9O7iY/VuAe1uzyg-I/AAAAAAAAVws/OUNg8VBdiJc/s1600/Tawa%2BPaneer%2B%25284%2529%2B-%2B1.jpg,2,Main Course,1,4,90,"{240,59}","Paneer,onion, tomato puree,capsicum,cream,garam masala",1,0,0,0
84,Spicy Achari Paneer Masala,name,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/foodcoworg-gmail.com/Achari_Paneer_Masala.jpg,2,Main Course,1,3.5,95,{240},"Paneer,red chilli,onion,amchur,turmeric,mustard seeds",1,0,0,0
85,Baingan Bharata,name,https://www.ticklingpalates.com/wp-content/uploads/2016/07/baingan-bharta-recipe.jpg,2,Main Course,1,4,105,{366},"Brinjal,onion,tomato,yogurt, garlic,garam masala",1,0,0,0
86,Bhendi Masala,name,https://c.ndtvimg.com/2019-01/s3gsb3co_fffff_625x300_04_January_19.jpg,2,Main Course,1,3.5,150,{228},"Onion, garlic,Lady's finger,tomato,amchur,red chilli powder",1,0,0,0
87,Malai Kofata,name,https://www.thecuriouschickpea.com/wp-content/uploads/2018/03/malaikofta-4-735x1103.jpg,2,Main Course,1,4.5,170,"{64,280}","Onion, garlic,tomato,cashew,potato,butter,garam masala,cream,corn flour,raisins",1,0,0,0
88,Methi Malai Paneer,name,https://i.ytimg.com/vi/JzD0AblAz1A/maxresdefault.jpg,2,Main Course,1,4,185,"{240,140}","Fenugreek leaves,red pepper,paneer,coriander,tomato puree,garam masala",1,0,0,0
89,Sev Bhaji,name,https://i0.wp.com/flavouroma.com/wp-content/uploads/2017/02/sev-bhaji-recipe-featured-image.jpg?w=1000&ssl=1,2,Main Course,1,4.5,165,{173},"Onion,coconut dried, garlic,red sev,jaggery,garam masala",1,0,0,0
90,Paneer makhani,name,https://www.vegrecipesofindia.com/wp-content/uploads/2013/04/paneer-butter-masala-paneer-makhani.jpg,2,Main Course,1,4,110,"{240,140}","Paneer,tomato, garlic,butter,cream,garam masala,fenugreek leaves dry",1,0,0,0
91,Sabudana Vada,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/sabudana-vada-recipe-how-to-make-sabudana-vada-sago-vada-sabakki-vada-2-1068x1602.jpeg,1,Snacks,1,3,175,{ 180},"Sabudana,Red Chilli Powder,potato,peanuts,lemon juice,green chilli,coriander powder",1,0,0,0
92,Samosa,name,https://i1.wp.com/vegecravings.com/wp-content/uploads/2017/03/samosa-recipe-step-by-step-instructions.jpg?w=1500,1,Snacks,1,4,180,{366},"Maida,ghee,potato,garlic, amchur,garam masala,peas",1,0,0,0
93,Butter Naan,name,https://hebbarskitchen.com/wp-content/uploads/2017/05/naan-recipe-butter-naan-recipe-homemade-naan-bread-recipe-1-1068x1423.jpeg,3,Roti/ Rice,2,3.5,110,"{3, 354, 373}",maida,1,0,0,0
94,Aloo paratha,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/aloo-paratha-recipe-aloo-ka-paratha-recipe-alu-paratha-recipe-2-1068x1602.jpeg,1,Snacks,1,4,120,"{354,366, 272}","Wheat flour,potato,ghee,amchur,green chilli,garam masala",1,0,0,0
95,Bread Pakoda,name,https://hebbarskitchen.com/wp-content/uploads/mainPhotos/bread-pakora-recipe-aloo-stuffed-bread-pakora-bread-bajji-recipe-1-1068x1423.jpeg,1,Snacks,1,3.5,100,"{41, 272, 84}","Gram flour,bread,green chilli,salt",1,0,0,0
96,Cheese Grilled Sandwitch,name,https://www.vegrecipesofindia.com/wp-content/uploads/2014/01/veg-grilled-sandwich-recipe-1.jpg,1,Snacks,1,4.5,90,"{71, 63,41}","Bread,cheese,butter,carrot,capsicum,onion,corn,parsley",1,0,0,0
97,Veg Manchurian,name,https://www.vegrecipesofindia.com/wp-content/uploads/2012/05/veg-manchurian-recipe-1-500x500.jpg,6,Chinese,1,4,95,"{345, 63,311,53}","Cabbage,carrot,capsicum,spring onion, garlic, corn flour, maida, salt, black pepper,sauce,vinegar",1,0,0,0
98,Schezwan Noodles,name,https://www.indianhealthyrecipes.com/wp-content/uploads/2016/02/schezwan-noodles.jpg,6,Chinese,1,4.5,105,"{345, 224, 63,311,53}","Noodles,Cabbage,carrot,capsicum,spring onion,beans, garlic, sauce,vinegar",1,0,0,0
99,Hakka Noodles,name,https://i1.wp.com/vegecravings.com/wp-content/uploads/2017/03/veg-hakka-noodles-recipe-with-step-by-step-instructions.jpg?w=1500,6,Chinese,1,2.5,150,"{217,345, 224, 68, 63,311,309}","Hakka noodles,spring onion,carrot,beans,mushroom,capsicum,garlic,celery,vinegar,soya sauce,green chilli",1,0,0,0
100,Veggie Lovers Pizza,name,https://manaqeesh.com/wp-content/uploads/2017/04/Veggie-Lovers-Pizza.jpg,9,Pizza/ Pasta,1,3.5,170,"{231,71,217}","Green capsicum,olive,pizza crust,mushroom,cheese,onion,sauce",1,0,0,0
101,Cheese Garlic Pizza Sticks,name,https://www.cookhalaal.com/wp-content/uploads/2018/01/CheesyGarlicPizzaSticks-original.jpg,9,Pizza/ Pasta,1,4,125,"{71,148}","Pizza dough,garlic,butter,sauce,Monteray jack cheese,cheddar cheese,Mozzarella cheese",1,0,0,0
102,Cheese Delite Pizza,name,http://doublediamondacres.com/wp-content/uploads/2016/10/red-delight-margherita-pizza.jpg,9,Pizza/ Pasta,1,3.5,80,"{212,231,71}","capsicum,mozarella cheese,corn,tomatoes,onions,olive",1,0,0,0
103,Jain Pizza,name,https://www.foodiss.in/wp-content/uploads/2017/09/Vegetarian-pizza-2.jpg,9,Pizza/ Pasta,1,4.5,120,{71},"capsicum,cheese,corn,tomatoes",1,0,0,0
104,Hot n Spicy Chinese Pizza,name,http://pizzahot4u.com/wp-content/uploads/2018/05/7.jpg,9,Pizza/ Pasta,1,4,140,"{79,71,309}","Chicken breast, garlic,pizza crust,soya sauce,sauce,water chestnuts,onion,cheese,snow pea pods",1,0,0,0
105,Margherita Veg Pizza,name,http://www.dvo.com/recipe_pages/rhodesbread/Grilled_BBQ_Chicken_Pizza.jpg,9,Pizza/ Pasta,1,4.5,185,{71},"Pizza dough,garlic,sauce,cheese,tomato,basil",1,0,0,0
106,Red Sauce Pasta,name,https://recipes.timesofindia.com/photo/53873016.cms?imgsize=412483,9,Pizza/ Pasta,1,4,165,{256},pasta,1,0,0,0
107,Arrabiata Pasta,name,https://img.taste.com.au/5mOX1ukM/taste/2016/11/arrabiata-sauce-28902-1.jpeg,9,Pizza/ Pasta,1,3,110,"{ 180,71,256}","Garlic,tomato,sugar,oregano,lemon juice,pasta,cheese,basil",1,0,0,0
