product_id,product_name,description,image_url,collection_id,collection_name,is_veg,rating,price,ingredients
29,Lemon Rice,name,https://www.allrecipes.com/recipe/215094/lemon-basmati-rice/,1,South Indian,1,4.3,65,{0}
30,Curd Rice,name,https://food.ndtv.com/recipe-curd-rice-77,1,South Indian,1,3.6,110,{0}
31,Tomato Rice,name,https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,1,South Indian,1,4.8,125,{0}
32,Coconut Rice,Name,https://www.allrecipes.com/recipe/56059/asian-coconut-rice/,1,South Indian,1,4.4,80,{0}
33,Tamarind Rice,name,https://www.vegrecipesofindia.com/tamarind-rice-recipe/,1,South Indian,1,4,60,{0}
34,Sesame Rice,name,https://www.marthastewart.com/337382/sesame-rice,1,South Indian,1,4.1,55,{0}
35,Fish Moilee,name,https://www.thestar.com.my/lifestyle/food/recipes/2014/08/30/fish-molee/,1,South Indian,0,4.0,45,{0}
36,Karimeen Fry,name,https://recipes.timesofindia.com/recipes/karimeen-pollichathu/rs66601787.cms,1,South Indian,0,4.5,50,{0}
37,Aila Curry,name,https://recipes.snydle.com/ayala-curry-with-ground-coconut.html,1,South Indian,0,3,80,{0}
38,Kerala Chicken Roast,name,https://food.ndtv.com/recipe-kerala-roast-chicken-558889,1,South Indian,0,3.5,160,{0}
39,Naadan Crab Fry,name,https://www.whiskaffair.com/kerala-crab-curry-njandu-curry/,1,South Indian,0,5,90,{0}
40,Fish Curry With Sotus Stema,name,image_url,1,South Indian,0,3.5,95,{0}
41,Goan Curry,name,https://myfoodstory.com/goan-prawn-curry-recipe/,2,Malvani,0,4,150,{0}
42,Machha Besara,Name,https://bethicaskitchen.recipeblog.io/stories/macha-besara-traditional-odisha-fish-curry,2,Malvani,0,3,75,{0}
43,Malvani Curry,name,http://malvani.com/malvani-macchi-kadhi-fish-curry/,2,Malvani,0,3.8,90,{0}
44,Bombil Fry,name,https://www.sanjeevkapoor.com/Recipe/Bombil-Fry.html,2,Malvani,0,4.7,60,{0}
45,Bangada Fry,name,https://kalimirchbysmita.com/stuffed-bangda-fry/,2,Malvani,0,4,70,{0}
46,Malvani Mutton Curry,name,http://www.kokanmarket.com/blog/malvani-mutton-curry-recipe/,2,Malvani,0,4.2,80,{0}
47,Paplet Gravy,name,http://www.bawarchi.com/recipe/simple-pomfret-curry-oerwETgihghhg.html,2,Malvani,0,4.2,90,{0}
48,Mori Masala,name,http://www.aayisrecipes.com/nonveg/shark-gravy-with-garam-masalamori-garam-masale-ambat/,2,Malvani,0,2,90,{0}
49,Prawns Curry,name,https://www.allrecipes.com/recipe/212761/prawns-curry/,2,Malvani,0,5,100,{0}
50,Prawns Fry,name,https://www.sailusfood.com/prawn-fry-recipes-with-shrimp/,2,Malvani,0,3,75,{0}
51,Crab Meat balls,Name,https://www.geniuskitchen.com/recipe/crab-meatballs-401838,2,Malvani,0,4.3,65,{0}
52,Creamy Crab Meat,name,image_url,2,Malvani,0,3.6,110,{0}
53,Crab Mean Buraji,name,image_url,2,Malvani,0,4.8,125,{0}
54,Crab Soup,name,image_url,2,Malvani,0,4.4,80,{0}
55,Crab Biryani,Name,https://kitchenofdebjani.com/2018/09/crab-biryani-crab-dum-biryani-nandu-biryani/,2,Malvani,0,4,60,{0}
56,Crab Leg Masala,name,http://www.jopreetskitchen.com/2012/03/crab-legs-masala.html,2,Malvani,0,4.1,55,{0}
57,Tandoori Chicken,name,https://www.indianhealthyrecipes.com/tandoori-chicken-recipe/,3,Punjabi,0,4.0,45,{0}
58,Chicken Stew,name,https://www.spendwithpennies.com/chicken-stew/,4,Starters,0,4.5,50,{0}
59,Chicken Soup,name,https://www.foodnetwork.com/recipes/food-network-kitchen/simple-chicken-soup-3363153,4,Starters,0,3,80,{0}
60,Chicken Tikka Masala,name,https://www.allrecipes.com/recipe/45736/chicken-tikka-masala/,3,Punjabi,0,3.5,160,{0}
61,Mughlai Chicken,name,https://myfoodstory.com/mughlai-chicken-recipe/,5,Hyde,0,5,90,{0}
62,Chicken Curry,name,https://myfoodstory.com/dhaba-style-chicken-curry-recipe/,3,Punjabi,0,3.5,95,{0}
63,Mughlai Chicken Biryani,name,https://cookpad.com/in/recipes/2610602-mughlai-chicken-biryani,5,Hyde,0,4,150,{0}
64,Mirchi Ka Salan,name,https://www.indianhealthyrecipes.com/mirchi-ka-salan-recipe-for-biryani/,5,Hyde,0,3,75,{0}
65,Dum Pukht,Name,https://www.sanjeevkapoor.com/Recipe/Murgh-Dum-Pukht.html,5,Hyde,0,3.8,90,{0}
66,Hydrabadi Marag,name,https://yummyindiankitchen.com/marag-recipe-hyderabadi/,5,Hyde,0,4.7,60,{0}
67,Chicken Lolipop,Name,https://www.indianhealthyrecipes.com/chicken-lollipop-recipe/,4,Starters,0,4,70,{0}
68,Gosht Pasinde,name,https://kbmgaichaap.com/recipe/gosht-pasinde/,5,Hyde,0,4.2,80,{0}
69,Malai Korama,name,http://www.bawarchi.com/recipe/malai-korma-oetmLMibiibbb.html,3,Punjabi,0,4.2,90,{0}
70,Qabooli Biryani,name,https://www.vegrecipesofindia.com/qabooli-biryani-chana-dal-biryani/,5,Hyde,0,2,90,{0}
71,Dum Biryani,name,https://www.allrecipes.com/recipe/246558/hyderabad-dum-biryani/,5,Hyde,0,5,100,{0}
72,Hydrabadi Veg Biryani,name,https://www.sailusfood.com/hyderabadi-khichdi-recipe/,5,Hyde,1,3,75,{0}
73,Sheer Khurma,name,https://food.ndtv.com/recipe-sheer-khurma-560738,6,Desserts,1,4.3,65,{0}
74,Shahi Tukada,name,https://recipes.timesofindia.com/recipes/shahi-tukda/rs53240410.cms,6,Desserts,1,3.6,110,{0}
75,Mutton Korma,Name,https://food.ndtv.com/recipe-mutton-korma-100521,5,Hyde,0,4.8,125,{0}
76,Chicken Biryani,name,https://recipes.timesofindia.com/recipes/chicken-biryani/rs53096628.cms,3,Punjabi,0,4.4,80,{0}
77,Chicken 65,name,https://www.indianhealthyrecipes.com/chicken-65-recipe-no-egg-restaurant-style-chicken-recipes/,3,Punjabi,0,4,60,{0}
78,Bhaji puri,name,https://www.vegrecipesofindia.com/poori-bhaji/,4,Starters,1,4.1,55,{0}
79,Chole Bhature,name,https://food.ndtv.com/recipe-chole-bhature-231327,3,Punjabi,1,4.0,45,{0}
80,Rogan Josh,name,https://www.allrecipes.com/recipe/142456/rogan-josh-lamb-shanks/,5,Hyde,0,4.5,50,{0}
81,Sali Boti(Red Hot Mutton),name,https://food.ndtv.com/recipe-salli-boti-529501,5,Hyde,0,3,80,{0}
82,Aloo chaat,Name,https://food.ndtv.com/recipe-chatpati-aloo-chaat-951589,4,Starters,1,3.5,160,{0}
83,Malpua,name,https://recipes.timesofindia.com/recipes/malpua/rs53315140.cms,6,Desserts,1,5,90,{0}
84,Kadhai Paneer,name,https://www.vegrecipesofindia.com/kadai-paneer-recipe-kadai-paneer/,3,Punjabi,1,3.5,95,{0}
85,Aloo GobiMasala,name,https://www.allrecipes.com/recipe/151997/alicias-aloo-gobi/,3,Punjabi,1,4,150,{0}
86,Carrot Halawa,name,https://www.allrecipes.com/recipe/261057/carrot-halwa/,6,Desserts,1,3,75,{0}
87,Lauki Halawa,name,https://www.milkmaid.in/videos/indian-dessert-and-mithai-recipes/lauki-halwa,6,Desserts,1,3.8,90,{0}
88,Palak Paneer,name,https://food.ndtv.com/recipe-palak-paneer-98895,3,Punjabi,1,4.7,60,{0}
89,Aloo Matar,name,https://food.ndtv.com/recipe-aloo-mattar-rasedaar-curried-potatoes-and-peas-219523,3,Punjabi,1,4,70,{0}
90,Paneer Butter Masala,name,https://www.allrecipes.com/recipe/232203/paneer-butter-masala/,3,Punjabi,1,4.2,80,{0}
91,Paneer Tikka,name,https://www.allrecipes.com/recipe/232407/easy-paneer-tikka/,3,Punjabi,1,4.2,90,{0}
92,Tawa Paneer,Name,https://www.indianhealthyrecipes.com/paneer-masala-recipe-easy-paneer-recipe/,3,Punjabi,1,2,90,{0}
93,Dum Aloo,name,https://www.indianhealthyrecipes.com/dum-aloo-recipe/,3,Punjabi,1,5,100,{0}
94,Dahi Kabab,name,https://food.ndtv.com/recipe-dahi-ke-kabab-100502,4,Starters,1,3,75,{0}
95,Spicy Achari Paneer Masala,name,https://www.whiskaffair.com/achari-paneer-paneer/,3,Punjabi,1,4.3,65,{0}
96,Dal Fry,name,https://vegecravings.com/dal-fry-recipe-restaurant-style/,3,Punjabi,1,3.6,110,{0}
97,Dal Tadaka,name,https://recipes.timesofindia.com/recipes/dal-tadka/rs57746323.cms,3,Punjabi,1,4.8,125,{0}
98,Baingan Barata,name,https://food.ndtv.com/recipe-baingan-ka-bharta-176554,3,Punjabi,1,4.4,80,{0}
99,Bhendi Fry,name,https://www.vegrecipesofindia.com/bhindi-fry-recipe-punjabi-bhindi-fry/,3,Punjabi,1,4,60,{0}
100,Bhendi Masada,name,https://www.whiskaffair.com/bhindi-masala-fry-recipe/,3,Punjabi,1,4.1,55,{0}
101,Aloo tikki,Name,https://food.ndtv.com/recipe-spicy-aloo-tikki-951694,3,Starters,1,4.0,45,{0}
102,Baby Corn Masala,Name,https://food.ndtv.com/recipe-baby-corn-masala-bhutta-masalewala-219591,3,Starters,1,4.5,50,{0}
103,Kadai Mushroom,Name,https://www.indianhealthyrecipes.com/kadai-mushroom-gravy-recipe/,3,Punjabi,1,3,80,{0}
104,Malai Kofata,Name,https://www.spiceupthecurry.com/malai-kofta-recipe/,3,Punjabi,1,3.5,160,{0}
105,Masoor Dal,name,image_url,3,Punjabi,1,5,90,{0}
106,Matar Mushroom,name,https://www.vegrecipesofindia.com/matar-mushroom-recipe,3,Punjabi,1,3.5,95,{0}
107,Methi Paneer,name,https://food.ndtv.com/recipe-methi-paneer-597184,3,Punjabi,1,4,150,{0}
108,Sevh Bhaji,name,https://flavouroma.com/khandeshi-shev-bhaji-recipe/,3,Punjabi,1,3,75,{0}
109,Mushroom Masala,name,https://www.indianhealthyrecipes.com/mushroom-masala-recipe-mushroom-gravy-step-by-step-pics/,3,Punjabi,1,3.8,90,{0}
110,Paneer makhani,name,https://www.vegrecipesofindia.com/paneer-makhani-recipe-paneer-recipes/,3,Punjabi,1,4.7,60,{0}
111,Rajama,name,https://www.allrecipes.com/recipe/212366/rajma-kidney-bean-curry/,3,Punjabi,1,4,70,{0}
112,Sabudana Khichadi,name,https://www.carveyourcraving.com/how-to-make-perfect-non-sticky-sabudana-khichdi-tapioca-pearls-pilaf/,7,Snacks,1,4.2,80,{0}
113,Sabudana Vada,name,https://vegecravings.com/sabudana-vada-recipe/,7,Snacks,1,4.2,90,{0}
114,Samosa,name,https://recipes.timesofindia.com/recipes/samosa/rs61050397.cms,7,Snacks,1,2,90,{0}
115,Shahi Paneer,Name,https://food.ndtv.com/recipe-shahi-paneer-98946,3,Punjabi,1,5,100,{0}
116,Stuffed Capsicum,name,https://www.sanjeevkapoor.com/recipe/Stuffed-Capsicums.html,4,Punjabi,1,3,75,{0}
117,Veg Cutlet,Name,https://www.sanjeevkapoor.com/Recipe/Mixed-Vegetable-Cutlets-KhaanaKhazana.html,4,Starters,1,4.3,65,{0}
118,Veg Seekh Kabab,name,https://www.sanjeevkapoor.com/recipe/Vegetable-Seekh-Kabab-KhaanaKhazana.html,4,Starters,1,3.6,110,{0}
119,Badam Halawa,name,https://www.vegrecipesofindia.com/almond-halwa-badam-halwa-recipe/,6,Desserts,1,4.8,125,{0}
120,Beetroot Halawa,name,https://www.vegrecipesofindia.com/beetroot-halwa-recipe-halwa-recipes/,6,Desserts,1,4.4,80,{0}
121,Chum Chum,name,https://www.cookwithmanali.com/chum-chum-diwali-sweet/,6,Desserts,1,4,60,{0}
122,Dry Fruit Ladoo,name,https://hebbarskitchen.com/dry-fruits-laddu-recipe-dry-fruits-ladoo-recipe-no-sugar-no-jaggery/,6,Desserts,1,4.1,55,{0}
123,Gulab Jamun,name,https://www.allrecipes.com/recipe/72467/gulab-jamun/,6,Desserts,1,4.0,45,{0}
124,Moong Dal Halawa,name,https://food.ndtv.com/recipe-moong-daal-halwa-100484,6,Desserts,1,4.5,50,{0}
125,walnut Halawa,Name,https://food.ndtv.com/recipe-walnut-halwa-952145,6,Desserts,1,3,80,{0}
126,Pumpkin Halawa,name,https://www.milkmaid.in/recipes/pumpkin-halwa,6,Desserts,1,3.5,160,{0}
127,Egg Omelette,name,image_url,7,Snacks,0,5,90,{0}
128,Egg Bjuraji,name,image_url,7,Snacks,0,3.5,95,{0}
129,Panner Bhuraji,name,https://vaya.in/recipes/details/paneer-bhurji-recipe/,3,Punjabi,1,4,150,{0}
130,Egg Curry,name,image_url,3,Punjabi,0,3,75,{0}
131,Half fried Egg,name,https://www.bbcgoodfood.com/recipes/2787696/surti-half-fried-egg,7,Snacks,0,3.8,90,{0}
132,Roti,name,image_url,12,Roti,1,4.7,60,{0}
133,Plain Paratha,name,image_url,12,Roti,1,4,70,{0}
134,Rumali Roti,name,image_url,12,Roti,1,4.2,80,{0}
135,Naan,name,image_url,12,Roti,1,4.2,90,{0}
136,Tawa Roti,name,http://indiancookingmanual.com/2017/11/chapatitawa-roti-phulka/,12,Roti,1,2,90,{0}
137,Butter Naan,name,image_url,12,Roti,1,5,100,{0}
138,Aloo paratha,name,https://www.cookwithmanali.com/aloo-paratha/,7,Snacks,1,3,75,{0}
139,Aloo paratha,name,https://www.cookwithmanali.com/aloo-paratha/,7,Snacks,1,4.3,65,{0}
140,Gobi Paratha,name,https://www.vegrecipesofindia.com/gobi-paratha-punjabi-gobi-paratha/,7,Snacks,1,3.6,110,{0}
141,Paneer Paratha,name,https://recipes.timesofindia.com/recipes/paneer-paratha/rs53320830.cms,7,Snacks,1,4.8,125,{0}
142,Onion Paratha,Name,https://www.vegrecipesofindia.com/onion-paratha-recipe/,7,Snacks,1,4.4,80,{0}
143,Methi Paratha,name,image_url,7,Snacks,1,4,60,{0}
144,Paneer Paratha,name,https://recipes.timesofindia.com/recipes/paneer-paratha/rs53320830.cms,7,Snacks,1,4.1,55,{0}
145,Onion Paratha,name,https://www.vegrecipesofindia.com/onion-paratha-recipe/,7,Snacks,1,4.0,45,{0}
146,Methi Paratha,name,image_url,7,Snacks,1,4.5,50,{0}
147,Bread Pakoda,name,image_url,7,Snacks,1,3,80,{0}
148,Butter Bread Toast,name,image_url,7,Snacks,1,3.5,160,{0}
149,Aloo Sandwitch,name,image_url,7,Snacks,1,5,90,{0}
150,Veg Sandwitch,name,https://www.indianhealthyrecipes.com/veg-sandwich-recipe-vegetable-sandwich/,7,Snacks,1,3.5,95,{0}
151,Cheese Grilled Sandwitch,Name,https://www.indianhealthyrecipes.com/veg-cheese-sandwich-recipe/,7,Snacks,1,4,150,{0}
152,Veg Salad,Name,https://breadboozebacon.com/fresh-vegetable-salad/,8,Salad,1,3,75,{0}
153,Fruit Salad,Name,https://www.allrecipes.com/recipe/214947/perfect-summer-fruit-salad/print/,6,Desserts,1,3.8,90,{0}
154,Sprout Salad,Name,https://www.sanjeevkapoor.com/recipe/Mixed-Sprout-Salad-Any-Time-Temptations.html,8,Salad,1,4.7,60,{0}
155,Bundi Raita,Name,https://www.indianhealthyrecipes.com/boondi-raita/,8,Salad,1,4,70,{0}
156,Mint Raita,name,https://www.mintsrecipes.com/vegetable-manchow-soup-soup-recipe/,8,Salad,1,4.2,80,{0}
157,Plain Raita,name,https://www.geniuskitchen.com/recipe/plain-raita-8948,8,Salad,1,4.2,90,{0}
158,Manchow Soup,name,https://www.mintsrecipes.com/vegetable-manchow-soup-soup-recipe/,9,Chinese,1,2,90,{0}
159,Sweet And Sour Soup,name,https://recipes.timesofindia.com/recipes/sweet-and-sour-soup/rs53535777.cms,9,Chinese,1,5,100,{0}
160,Sweet Corn Soup,name,https://www.vegrecipesofindia.com/sweet-corn-soup-recipe/,9,Chinese,1,3,75,{0}
161,Tomato Soup,name,https://www.allrecipes.com/recipe/19576/tomato-soup/,9,Chinese,1,4.3,65,{0}
162,Spinach Soup,name,https://www.allrecipes.com/recipe/104786/creamy-spinach-soup/,9,Chinese,1,3.6,110,{0}
163,Paaya Soup,name,https://www.sanjeevkapoor.com/recipe/Paya-Soup.html,5,Hyde,0,4.8,125,{0}
164,Franch Onion Soup,name,https://www.allrecipes.com/recipe/13309/rich-and-simple-french-onion-soup/,9,Chinese,1,4.4,80,{0}
165,Lemony Greek Chicken Soup,Name,https://www.allrecipes.com/recipe/12963/greek-lemon-chicken-soup/,9,Chinese,0,4,60,{0}
166,Veg Manchurian,name,https://food.ndtv.com/recipe-veg-manchurian-952029,9,Chinese,1,4.1,55,{0}
167,Schezwan Noodles,Name,https://www.spiceupthecurry.com/schezwan-noodles-recipe/,9,Chinese,1,4.0,45,{0}
168,Schezwan Rice,name,http://foodviva.com/chinese-recipes/schezwan-fried-rice/,9,Chinese,1,4.5,50,{0}
169,Triple Schezwan fried Rice,name,https://www.tarladalal.com/Triple-Schezuan-Rice-(-Mumbai-Roadside-Recipes-)-33436r,9,Chinese,1,3,80,{0}
170,Hakka Noodles,name,https://www.vegrecipesofindia.com/vegetable-hakka-noodles-recipe/,9,Chinese,1,3.5,160,{0}
171,Veg 65,name,https://recipes.timesofindia.com/recipes/vegetable-65/rs58394460.cms,9,Chinese,1,5,90,{0}
172,HongKong Rice,name,https://www.kosher.com/recipe/hong-kong-rice-4748,9,Chinese,1,3.5,95,{0}
173,Veggie Lovers Pizza,name,https://www.allrecipes.com/recipe/14098/vegetarians-delight-pizza/,10,Pizza,1,4,150,{0}
174,Cheese Garlic Pizza Sticks,name,https://addapinch.com/cheesy-garlic-pizza-sticks-recipe/,10,Pizza,1,3,75,{0}
175,Cheese Delite Pizza,name,image_url,10,Pizza,1,3.8,90,{0}
176,Jain Pizza,name,image_url,10,Pizza,1,4.7,60,{0}
177,Hot n Spicy Chinese Pizza,name,https://www.bettycrocker.com/recipes/spicy-chinese-pizza/509442ff-dbc7-4ce1-b286-117ca05371d0,10,Pizza,1,4,70,{0}
178,Chicken Barbeque Pizza,name,https://www.allrecipes.com/recipe/24878/bbq-chicken-pizza/,10,Pizza,0,4.2,80,{0}
179,Margherite Veg Pizza,name,https://sallysbakingaddiction.com/classic-margherita-pizza/,10,Pizza,1,4.2,90,{0}
180,Red Sauce Pasta,name,image_url,10,Pizza,1,2,90,{0}
181,Arrabiata Pata,name,https://www.myrecipes.com/recipe/pasta-arrabiata,10,Pizza,1,5,100,{0}
182,White Sauce Pasta,name,image_url,10,Pizza,1,3,75,{0}
183,Italian Pasta,name,image_url,10,Pizza,1,4.3,65,{0}
184,Spaghetti Pasta,name,image_url,10,Pizza,1,3.6,110,{0}
185,Apple Pie,name,https://www.allrecipes.com/recipe/14962/apple-pie-iii/,6,Desserts,1,4.8,125,{0}
186,Brownies,name,https://www.allrecipes.com/recipe/10549/best-brownies/,6,Desserts,1,4.4,80,{0}
187,Apple Crisp,name,https://www.allrecipes.com/recipe/12409/apple-crisp-ii/,6,Desserts,1,4,60,{0}
188,Bread pudding,name,https://www.allrecipes.com/recipe/7177/bread-pudding-ii/,6,Desserts,1,4.1,55,{0}
189,Fruit Pudding,name,image_url,6,Desserts,1,4.0,45,{0}
190,Butter Milk,name,image_url,11,Beverages,1,4.5,50,{0}
191,Mango Juice,name,https://www.allrecipes.com/recipe/108695/mango-craze-juice-blend/,11,Beverages,1,3,80,{0}
192,Lemonade,Name,https://www.simplyrecipes.com/recipes/perfect_lemonade/,11,Beverages,1,3.5,160,{0}
193,Orange Juice,name,image_url,11,Beverages,1,5,90,{0}
194,Apple Juice,name,https://www.allrecipes.com/recipe/218977/fresh-homemade-apple-juice/,11,Beverages,1,3.5,95,{0}
195,Watermelon Juice,name,https://www.allrecipes.com/recipe/214907/watermelon-lemonade/,11,Beverages,1,4,150,{0}
196,Aloe vera juice,name,https://www.aloecure.com/blog/aloe-vera-juice-smoothie-recipe/,11,Beverages,1,3,75,{0}
197,Sugarcane juice,name,https://www.hungryforever.com/recipe/sugar-cane-juice-recipe/,11,Beverages,1,3.8,90,{0}
198,Green Juice,name,https://www.allrecipes.com/recipe/230642/healthy-green-juice/,11,Beverages,1,4.7,60,{0}
199,Coconut Juice,name,image_url,11,Beverages,1,4,70,{0}
200,Kiwifruit Juice,name,http://foodviva.com/juice-recipes/kiwi-juice-recipe/,11,Beverages,1,4.2,80,{0}
201,Pineapple juice,Name,http://foodviva.com/pineapple-recipes/pineapple-juice-recipe/,11,Beverages,1,4.2,90,{0}
202,Strawberry juice,Name,https://diethood.com/homemade-strawberry-juice/,11,Beverages,1,2,90,{0}
203,Beet juice (B.P),Name,http://foodviva.com/juice-recipes/beetroot-juice-recipe/,11,Beverages,1,5,100,{0}
204,Carrot and orange Juice,Name,https://minimalistbaker.com/super-powered-orange-juice/,11,Beverages,1,3,75,{0}
205,Mixed veg Juice,Name,https://www.allrecipes.com/recipe/52854/homemade-vegetable-juice-cocktail/,11,Beverages,1,4.3,65,{0}
206,Cucumber Juice,name,https://www.allrecipes.com/recipe/238155/refreshing-tangy-cucumber-juice/,11,Beverages,1,3.6,110,{0}
207,Rose Sharabat,name,http://indiangoodfood.com/1791-gulab-sharbat-recipe.html,11,Beverages,1,4.8,125,{0}
208,Guava Juice,name,http://somethingscookingwithalpa.com/recipe/guava-juice-recipe/,11,Beverages,1,4.4,80,{0}
209,pomegranate juice,name,image_url,11,Beverages,1,4,60,{0}
210,Ras Malai,name,https://www.allrecipes.com/recipe/197685/ras-malai/,6,Desserts,1,4.1,55,{0}
211,Rabadi,name,https://www.vegrecipesofindia.com/rabri-recipe-rabdi-recipe/,6,Desserts,1,4.0,45,{0}
212,Rasgulla,name,https://food.ndtv.com/recipe-rasgulla-262829,6,Desserts,1,4.5,50,{0}
213,Coffee,name,image_url,11,Beverages,1,3,80,{0}
214,Tea,name,image_url,11,Beverages,1,3.5,160,{0}
215,Masala Tea,Name,https://www.allrecipes.com/recipe/58982/masala-chai/,11,Beverages,1,5,90,{0}
216,Pav Bhaji,name,https://www.allrecipes.com/recipe/45040/pav-bhaji/,7,Snacks,1,3.5,95,{0}
217,Vada Pav,Name,https://www.vegrecipesofindia.com/vada-pav-how-to-make-wada-pav/,7,Snacks,1,4,150,{0}
218,Misal Pav,name,https://www.vegrecipesofindia.com/misal-pav-recipe-misal-pav/,7,Snacks,1,3,75,{0}
219,Poha,name,http://allrecipes.com.au/recipe/25584/kanda--onion--poha.aspx,7,Snacks,1,3.8,90,{0}
220,Aloo Pakoda,name,https://www.vegrecipesofindia.com/aloo-pakora-aloo-bajji/,7,Snacks,1,4.7,60,{0}
221,Cheese Pav bhaji,name,http://www.tasty-indian-recipes.com/snacks-recipes/cheese-pav-bhaji-recipe/,7,Snacks,1,4,70,{0}
222,Butter Pav bhaji,name,https://www.simplytadka.com/butter-pav-bhaji/,7,Snacks,1,4.2,80,{0}
223,Dabeli,name,https://www.vegrecipesofindia.com/dabeli-recipe-kutchi-dabeli-recipe/,7,Snacks,1,4.2,90,{0}
224,Veg Burger,name,https://www.allrecipes.com/recipe/13995/veggie-burgers/,7,Snacks,1,2,90,{0}
225,Chicken burger,Name,https://www.allrecipes.com/recipe/232375/natashas-chicken-burgers/,7,Snacks,0,5,100,{0}
226,Veg Pulao,name,https://www.allrecipes.com/recipe/246257/vegetable-pulao/,5,Hyde,1,3,75,{0}
227,Veg Biryani,name,https://food.ndtv.com/recipe-vegetable-biryani-487951,5,Hyde,1,4.3,65,{0}
228,Veg steam Momos,name,https://www.vegrecipesofindia.com/veg-momos-recipe-vegetable-momos/#wprm-recipe-container-139104,9,Chinese,1,3.6,110,{0}
229,Paneer steam Momos,name,image_url,9,Chinese,1,4.8,125,{0}
230,Paneer Fried Momos,name,image_url,9,Chinese,1,4.4,80,{0}
231,Chicken Steam Momos,name,https://thefoodfunda.com/recipe-steamed-chicken-momos/,9,Chinese,0,4,60,{0}
232,Chicken Fried Momos,Name,https://www.ndtv.com/cooks/images/Fried.Chicken.Momos.jpg?downsize=650:400&output-quality=70&output-format=webp,9,Chinese,0,4.1,55,{0}
233,Chilly Chicken Momos,name,https://www.ndtv.com/cooks/images/momos%20new.jpg?downsize=650:400&output-quality=70&output-format=webp,9,Chinese,0,4.0,45,{0}
234,Chilly Paneer Momos,name,https://www.archanaskitchen.com/chilli-paneer-momo-recipe,9,Chinese,1,4.5,50,{0}
235,Fish Fried Momos,name,https://www.betterbutter.in/recipe/72062/pan-fried-fish-momos,9,Chinese,0,3,80,{0}
